File Version;BWSpec 3.27
Date;2017-08-22 14:46:16
title;ZEWN+LZX
model;BRC112P+BTC261E_512
c code;ZEWN+LZX
operator;
port1;0
baud1;3
pixel_start;0
pixel_end;1844
step;1
units;1
bkcolor;16777215
show_mode;5
data_mode;0
pixel_mode;0
intigration times;150
average number;1
spectrometer_type ;0
yaxis;1
yaxis_min;-0.200000000000045
yaxis_max;0.5
xaxis;0
xaxis_min;0
xaxis_max;1844
irrands_DispWLMin;0
irrands_DispWLMax;0
yaxis_min_6;0
yaxis_max_6;5
irradiance_unit;0
coefs_a0;0
coefs_a1;0
coefs_a2;0
coefs_a3;0
coefs_b0;0
coefs_b1;0
coefs_b2;0
coefs_b3;0
all_data_save;1
select_option;-1
interval_time;1
pixel_num;1845
sel_pixel_start;0
sel_pixel_end;1844
sel_pixel_delta;1
dark_compensate;0
dark_compensate_value_1;0
dark_compensate_value_2;0
dark_compensate_value_3;0
monitor pixel_0;0
monitor pixel_1;0
monitor pixel_2;0
monitor pixel_3;0
monitor pixel_4;0
monitor pixel_5;0
vertical_select_flag;0
vertical_line3;0
vertical_line4;0
vertical_line3_wv;0
vertical_line4_wv;0
vertical_line_flag;0
vertical_line_ratio;0
laser_wavelength;0
overlay_js;0
Relative Intensity Correction Flag;0
combined channel;1
Pixel;Wavelength;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Raw data #2;Dark Subtracted #2;%TR #2;Absorbance #2;Raw data #3;Dark Subtracted #3;%TR #3;Absorbance #3;Lamp FitCurve;Irradiance Ratio;Irradiance_1(W/cm^2/nm);Irradiance_2(W/cm^2/nm);Irradiance_3(W/cm^2/nm)
0;349.84;1161.6000;1266.6000;1257.96;96.3600;91.7714;0.0373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1;350.27;1160.7200;1263.5600;1258.04;97.3200;94.6324;0.0240;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
2;350.71;1161.2000;1262.8400;1259.56;98.3600;96.7729;0.0142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
3;351.14;1158.9600;1264.0400;1256.76;97.8000;93.0719;0.0312;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
4;351.58;1150.2400;1259.6400;1252.12;101.8800;93.1261;0.0309;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
5;352.01;1144.0800;1256.9200;1243.72;99.6400;88.3020;0.0540;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
6;352.45;1145.2800;1255.9600;1242.60;97.3200;87.9292;0.0559;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
7;352.88;1151.1200;1255.3200;1240.60;89.4800;85.8733;0.0661;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
8;353.32;1151.3600;1252.2000;1244.04;92.6800;91.9080;0.0366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
9;353.75;1153.6000;1250.1200;1243.72;90.1200;93.3692;0.0298;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
10;354.19;1154.8000;1250.3600;1238.84;84.0400;87.9447;0.0558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
11;354.62;1152.8800;1253.8800;1239.24;86.3600;85.5050;0.0680;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
12;355.05;1152.1600;1257.6400;1239.72;87.5600;83.0110;0.0809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
13;355.49;1158.8800;1262.7600;1246.12;87.2400;83.9815;0.0758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
14;355.92;1161.4400;1263.8800;1246.92;85.4800;83.4440;0.0786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
15;356.36;1156.6000;1261.0800;1246.68;90.0800;86.2175;0.0644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
16;356.79;1154.1200;1263.3200;1245.32;91.2000;83.5165;0.0782;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
17;357.23;1152.5200;1259.6400;1238.60;86.0800;80.3585;0.0950;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
18;357.66;1150.7600;1262.3600;1237.72;86.9600;77.9211;0.1083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
19;358.09;1148.1200;1263.7200;1234.60;86.4800;74.8097;0.1260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
20;358.53;1143.6400;1263.4800;1231.96;88.3200;73.6983;0.1325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
21;358.96;1140.4400;1261.7200;1234.04;93.6000;77.1768;0.1125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
22;359.39;1142.0400;1256.2800;1237.72;95.6800;83.7535;0.0770;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
23;359.83;1146.5200;1258.3600;1242.28;95.7600;85.6223;0.0674;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
24;360.26;1146.7600;1260.0400;1243.72;96.9600;85.5932;0.0676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
25;360.70;1142.4400;1260.2800;1242.04;99.6000;84.5214;0.0730;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
26;361.13;1140.9200;1262.6800;1244.44;103.5200;85.0197;0.0705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
27;361.56;1141.3200;1265.3200;1241.40;100.0800;80.7097;0.0931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
28;362.00;1141.0000;1265.4800;1242.04;101.0400;81.1697;0.0906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
29;362.43;1144.4400;1267.5600;1242.08;97.6400;79.3047;0.1007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
30;362.86;1143.0000;1271.4800;1250.56;107.5600;83.7173;0.0772;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
31;363.29;1139.5600;1275.3200;1253.84;114.2800;84.1780;0.0748;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
32;363.73;1137.0000;1280.4400;1258.88;121.8800;84.9693;0.0707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
33;364.16;1138.8400;1289.2400;1258.64;119.8000;79.6543;0.0988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
34;364.59;1140.4400;1296.5200;1263.44;123.0000;78.8057;0.1034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
35;365.03;1136.9200;1301.4800;1269.68;132.7600;80.6757;0.0933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
36;365.46;1138.6800;1308.5200;1277.68;139.0000;81.8417;0.0870;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
37;365.89;1137.4800;1316.6800;1284.72;147.2400;82.1652;0.0853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
38;366.33;1134.3600;1326.9200;1290.16;155.8000;80.9098;0.0920;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
39;366.76;1136.7600;1340.0400;1302.96;166.2000;81.7591;0.0875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
40;367.19;1137.1600;1357.1600;1313.52;176.3600;80.1636;0.0960;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
41;367.62;1144.1200;1374.4400;1328.08;183.9600;79.8715;0.0976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
